消费券	[0,1][1440,3168]
消费券	[619,207][819,277]
8天内点亮6次必得	[339,505][784,564]
立即点亮	[1046,522][1358,634]
双重补贴	[227,750][490,816]
地区专享	[840,750][1102,816]
地区专属补贴消费券，限指定地区	[45,897][1396,984]
立即领取	[73,1376][437,1478]
立即领取	[525,1376][885,1478]
立即领取	[973,1376][1333,1478]
立即领取	[1421,1376][1440,1478]
立即领取	[0,0][0,0]
立即领取	[0,0][0,0]
双重补贴	[227,1607][490,1674]
地区专享	[840,1607][1102,1674]
店铺+消费券共优惠￥66.08只换不修正品险	[84,2563][686,2629]
店铺+消费券共优惠￥30.2正品险假一赔十	[756,2563][1358,2629]
店铺+消费券共优惠￥84正品发票分期付款	[0,0][0,0]
店铺+消费券共优惠￥36.69先用后付正品发票	[0,0][0,0]
店铺+消费券共优惠￥2.66先用后付坏了包赔	[0,0][0,0]
消费券减24.15元先用后付坏了包赔	[0,0][0,0]
店铺+消费券共优惠￥91分期付款正品险	[0,0][0,0]
店铺+消费券共优惠￥1.96收藏的商品先用后付	[0,0][0,0]
消费券减133.63元送货入户正品发票	[0,0][0,0]
店铺+消费券共优惠￥2.53先用后付正品险	[0,0][0,0]
消费券减227.78元送货入户并安装正品发票	[0,0][0,0]
店铺+消费券共优惠￥3.23先用后付正品险	[0,0][0,0]
店铺+消费券共优惠￥2.63先用后付正品险	[0,0][0,0]
店铺+消费券共优惠￥8.02先用后付正品险	[0,0][0,0]
